INSTNM	ADDR	CITY	STABBR	ZIP	LONGITUD	LATITUDE										
Harrison College-Indianapolis	550 East Washington Street	Indianapolis	IN	46204	1807	-86.147857	39.766871									
Regency Beauty Institute-Avon	8252 Rockville Road	 Suite D17	Indianapolis	IN	1807	-86.306757	39.765479									
Regency Beauty Institute-Greenwood	8811 Hardegan Street	 Suite 305	Indianapolis	IN	1807	-86.123924	39.638128									
Saint Meinrad School of Theology	200 Hill Drive	St. Meinrad	IN	47577	1808	-86.810417	38.166046									
Luther College	700 College Drive	Decorah	IA	52101	1901	-91.803971	43.313584									
University of Northern Iowa	1227 W 27th St	Cedar Falls	IA	50614	1901	-92.459703	42.514923									
College of Hair Design	722 Water St	 Ste 201	Waterloo	IA	1901	-92.323842	42.478333									
Carlson College of Massage Therapy	11809 Country Rd X28	Anamosa	IA	52205	1901	-91.356196	42.103958									
Mount Mercy University	1330 Elmhurst Dr NE	Cedar Rapids	IA	52402	1901	-91.650991	42.001931									
Saint Ambrose University	518 W Locust St	Davenport	IA	52803	1902	-90.58098	41.540081									
Faith Baptist Bible College and Theological Seminary	1900 NW 4th St	Ankeny	IA	50023	1903	-93.624208	41.736338									
ITT Technical Institute-Clive	1860 NW 118th St	 Ste 110	Clive	IA	1903	-93.77785	41.609177									
American College of Hairstyling-Des Moines	603 E Sixth St	Des Moines	IA	50309	1903	-93.610649	41.592188									
University of Phoenix-Des Moines Campus	317 6th Ave	Des Moines	IA	50309	1903	-93.624471	41.58665									
Des Moines University-Osteopathic Medical Center	3200 Grand Ave	Des Moines	IA	50312	1903	-93.661686	41.583325									
Kaplan University-Council Bluffs Campus	1751 Madison Avenue	 Suite 750	Council Bluffs	IA	1903	-95.825931	41.244415									
Bio-Chi Institute of Massage Therapy	1925 Geneva St	Sioux City	IA	51103	1904	-96.417357	42.511136									
Hays Academy of Hair Design	1214 East 27th Street	Hays	KS	67601	2001	-99.331018	38.872									
Dodge City Community College	2501 N 14th Ave	Dodge City	KS	67801	2001	-100.037275	37.777838									
Regency Beauty Institute-Topeka	1930 SW Wanamaker Road	 Suite A	Topeka	KS	2002	-95.760864	39.031146									
Pinnacle Career Institute-Lawrence	1601 W 23rd Street	 Suite 200	Lawrence	KS	2002	-95.254988	38.94165									
Ottawa University-Ottawa	1001 South Cedar	Ottawa	KS	66067	2002	-95.263776	38.602899									
Donnelly College	608 N 18th St	Kansas City	KS	66102	2003	-94.65103	39.112227									
Central Baptist Theological Seminary	6601 Monticello Road	Shawnee	KS	66226	2003	-94.838449	39.009412									
Ottawa University-Kansas City	4370 W. 109th Street Suite 200	Overland Park	KS	66211	2003	-94.68937	38.930925									
ITT Technical Institute-Wichita	8111 E. 32nd Street North	 Suite 103	Wichita	KS	2004	-97.242461	37.74162									
University of Phoenix-Wichita Campus	3020 N. Cypress Dr	Wichita	KS	67226	2004	-97.231461	37.738946									
Regency Beauty Institute-Wichita	8227 E Kellogg Dr	 Unit #8	Wichita	KS	2004	-97.240081	37.67821									
Ezell's Cosmetology School	504 Maple St	Murray	KY	42071	2101	-88.302686	36.60976									
Brescia University	717 Frederica St	Owensboro	KY	42301	2102	-87.111533	37.768989									
Western Kentucky University	1906 College Heights Blvd	Bowling Green	KY	42101	2102	-86.455898	36.985718									
Ross Medical Education Center-Bowling Green	1751 Scottsville Rd Ste 1	Bowling Green	KY	42104	2102	-86.433167	36.967947									
Galen College of Nursing-Louisville	1031 Zorn Avenue 	 Suite 400	Louisville	KY	2103	-85.697564	38.27732									
ITT Technical Institute-Louisville	9500 Ormsby Station Road	 Suite 100	Louisville	KY	2103	-85.575761	38.26311									
The Southern Baptist Theological Seminary	2825 Lexington Rd	Louisville	KY	40280	2103	-85.687649	38.248216									
DeVry University's Keller Graduate School of Management-Kentucky	10172 Linn Station Road	 Ste. 300	Louisville	KY	2103	-85.560191	38.22396									
DeVry University-Kentucky	10172 Linn Station Rd.	 Ste 300	Louisville	KY	2103	-85.560191	38.22396									
University of Phoenix-Louisville Campus	10400 Linn Station Rd	Louisville	KY	40223	2103	-85.563612	38.223943									
DeVry University-Kentucky	10172 Linn Station Rd	 Suite 300	Louisville	KY	2103	-85.56736	38.223582									
Brighton Center's Center for Employment Training	601 Washington Ave.	 Suite 140	Newport	KY	2104	-84.490127	39.092551									
Thomas More College	333 Thomas More Parkway	Crestview Hills	KY	41017	2104	-84.568923	39.022963									
Ashland Community and Technical College	1400 College Drive	Ashland	KY	41101	2104	-82.650664	38.469201									
Tri-State Institute of Hair Design	195 Commercial Drive	 Suite 100	London	KY	2105	-84.068036	37.102686									
Employment Solutions-College for Technical Education	1165 Centre Pky Suite #120	Lexington	KY	40517	2106	-84.483707	37.982264									
Saint Joseph Seminary College	75376 River Road	St. Benedict	LA	70457	2201	-90.113621	30.526778									
Compass Career College	42353 Deluxe Plaza	 Suite 16	Hammond	LA	2201	-90.479708	30.476713									
Strayer University-Louisiana	111 Veterans Memorial Blvd	 Ste 420	Metairie	LA	2201	-90.124031	30.00145									
University of Phoenix-Louisiana Campus	1 Galleria Blvd.	Metairie	LA	70001	2201	-90.151857	29.995413									
Nunez Community College	3710 Paris Rd	Chalmette	LA	70043	2201	-89.95888	29.95419									
Loyola University New Orleans	6363 Saint Charles Ave	New Orleans	LA	70118	2201	-90.120417	29.936141									
Southern University Law Center	 	Baton Rouge	LA	70813	2202	-91.192973	30.523697									
Baton Rouge College	1771 N Lobdell Blvd.	 Suite 307	Baton Rouge	LA	2202	-91.118341	30.46413									
Notre Dame Seminary Graduate School of Theology	2901 South Carrollton Ave	New Orleans	LA	70118	2202	-90.114185	29.958077									
Louisiana State University Health Sciences Center-New Orleans	433 Bolivar St	New Orleans	LA	70112	2202	-90.083145	29.957272									
Louisiana State University-Eunice	2048 Johnson Hwy	Eunice	LA	70535	2203	-92.434523	30.473292									
Acadiana Technical College-Lafayette Campus	1101 Bertrand Dr	Lafayette	LA	70506	2203	-92.050933	30.218616									
University of Phoenix-Lafayette Campus	425 Settlers Trace Blvd	Lafayette	LA	70508	2203	-92.045651	30.16442									
South Central Louisiana Technical College-Young Memorial Campus	900 Youngs Road	Morgan City	LA	70380	2203	-91.197848	29.690728									
University of Phoenix-Shreveport-Bossier Campus	350 Plaza Loop Dr	Bossier City	LA	71111	2204	-93.738747	32.517994									
Guy's Shreveport Academy of Cosmetology Inc	1141 Shreveport Barksdale Highway	Shreveport	LA	71105	2204	-93.705504	32.483496									
Regency Beauty Institute-Shreveport	7460 Youree Dr	 Suite R	Shreveport	LA	2204	-93.717641	32.4369									
University of Phoenix-Baton Rouge Campus	2431 S Acadian Thruway	Baton Rouge	LA	70808	2206	-91.150161	30.4222									
Louisiana State University-System Office	3810 W Lakeshore Dr	 Suite 111	Baton Rouge	LA	2206	-91.169552	30.414805									
ITT Technical Institute-Baton Rouge	14141 Airline Highway	 Suite 101	Baton Rouge	LA	2206	-91.024815	30.36585									
Saint Joseph's College of Maine	278 Whites Bridge Rd	Standish	ME	4084	2301	-70.483486	43.82651									
Cosmotech School of Cosmetology	39 Mechanic Street	 Suite 500	Westbrook	ME	2301	-70.369991	43.67598									
Northeast Technical Institute	51 US RT 1	 Suite K	Scarborough	ME	2301	-70.315691	43.60867									
College of the Atlantic	105 Eden Street	Bar Harbor	ME	4609	2302	-68.228849	44.399584									
University of Maryland Eastern Shore	J.T. Williams Hall	Princess Anne	MD	21853	2401	-75.687227	38.211188									
Maryland Beauty Academy of Essex	7930 Eastern Ave	 Suite 5	Baltimore	MD	2402	-76.507792	39.296155									
ITT Technical Institute-Hanover	7030 Dorsey Rd	 Ste 100	Hanover	MD	2402	-76.727531	39.17138									
Stevenson University	1525 Greenspring Valley Rd	Stevenson	MD	21153	2403	-76.701247	39.421264									
Empire Beauty School-Owings Mills	9616 Reisterstown Rd	 Suite 105	Owings Mills	MD	2403	-76.759697	39.405218									
Loyola University Maryland	4501 N Charles St	Baltimore	MD	21210	2403	-76.623417	39.346044									
University of Phoenix-Maryland Campus	8830 Stanford Blvd	Columbia	MD	21045	2403	-76.815804	39.189991									
Sanford-Brown Institute-Landover	8401 Corporate Drive	 Suite 500	Landover	MD	2404	-76.862321	38.946402									
Bowie State University	14000 Jericho Park Rd	Bowie	MD	20715	2405	-76.759721	39.018185									
Finger Lakes School of Massage	1890 N. Market Street	 Suite 201	Frederick	MD	2406	-77.395082	39.443458									
Aesthetics Institute of Cosmetology	701 Russell Ave	 Space H103/H110	Gaithersburg	MD	2406	-77.205935	39.151043									
Holistic Massage Training Institute	1 East University Parkway	 Suite 110	Baltimore	MD	2407	-76.616801	39.33143									
Johns Hopkins University	3400 N Charles St	 Mason Hall	Baltimore	MD	2407	-76.620799	39.32838									
North American Trade Schools	6901 Security Blvd	 Suite 16	Baltimore	MD	2407	-76.749362	39.309503									
University of Maryland-Baltimore	620 West Lexington St	Baltimore	MD	21201	2407	-76.624981	39.29173									
DeVry University-Maryland	4550 Montgomery Ave	 Suite 100 North	Bethesda	MD	2408	-77.091468	38.983736									
DeVry University's Keller Graduate School of Management-Maryland	4550 Montgomery Avenue	 Suite 100 North	Bethesda	MD	2408	-77.091721	38.98363									
DeVry University-Maryland	4550 Montgomery Ave.	 Ste 100 N	Bethesda	MD	2408	-77.091721	38.98363									
American International College	1000 State Street	Springfield	MA	1109	2501	-72.558507	42.112708									
University of Massachusetts Medical School Worcester	55 Lake Ave North	Worcester	MA	1655	2502	-71.760689	42.277589									
College of the Holy Cross	One College Street	Worcester	MA	1610	2502	-71.808627	42.238942									
Boston College	140 Commonwealth Avenue	Chestnut Hill	MA	2467	2504	-71.171488	42.337688									
Massachusetts Bay Community College	50 Oakland St	Wellesley Hills	MA	2481	2504	-71.264004	42.312697									
Massachusetts School of Professional Psychology	One Wells Avenue	Newton	MA	2459	2504	-71.203361	42.295007									
Stonehill College	320 Washington Street	Easton	MA	2357	2504	-71.078123	42.061448									
Bristol Community College	777 Elsbree St	Fall River	MA	2720	2504	-71.120263	41.721337									
Millennium Training Institute	600 West Cummings Park	 Suite 2550	Woburn	MA	2505	-71.127076	42.495839									
Medical Professional Institute	380-388 Pleasant Street	Malden	MA	2148	2505	-71.078341	42.426704									
Framingham State University	100 State Street	Framingham	MA	1701	2505	-71.437175	42.297289									
EINE Inc	1501 Main St	 Ste 48	Tewksbury	MA	2506	-71.220396	42.598033									
Emmanuel College	400 The Fenway	Boston	MA	2115	2507	-71.103038	42.341191									
University of Massachusetts-Central Office	225 Franklin Street	 12th Floor	Boston	MA	2508	-71.060746	42.358282									
University of Phoenix-Boston Campus	19 Granite Street	Braintree	MA	2184	2508	-71.032601	42.22734									
Universal Technical Institute of Massachusetts Inc	One Upland Road	 Building 200	Norwood	MA	2508	-71.201408	42.207644									
ITT Technical Institute-Norwood	333 Providence Highway	 Rte 1	Norwood	MA	2508	-71.188334	42.200054									
University of Phoenix-West Michigan Campus	318 River Ridge Dr NW	Walker	MI	49544	2602	-85.679375	43.019705									
ITT Technical Institute-Grand Rapids	1980 Metro Court S.W.	 Suite 100	Wyoming	MI	2602	-85.715243	42.85556									
Grand Rapids Community College	143 Bostwick Ave NE	Grand Rapids	MI	49503	2603	-85.666571	42.966408									
School of Missionary Aviation Technology	468 E. Sprague Rd.	 D-175	Ionia	MI	2603	-85.084212	42.940606									
Kellogg Community College	450 North Ave	Battle Creek	MI	49017	2603	-85.177299	42.335454									
Protege Academy	16800 South Chandler Road	 Suite 101	East Lansing	MI	2604	-84.485081	42.7734									
Ross Medical Education Center-Davison	815 S State St	Davison	MI	48423	2605	-83.517726	43.021555									
Kettering University	1700 University Avenue	Flint	MI	48504	2605	-83.714356	43.013112									
Regency Beauty Institute-Flint	4205 Miller Road	 Suite C3-7	Flint	MI	2605	-83.759526	42.979981									
Baker College of Flint	1050 West Bristol Road	Flint	MI	48507	2605	-83.694679	42.974764									
Ross Medical Education Center-Portage	6235 S Westnedge	Portage	MI	49002	2606	-85.588652	42.226492									
Lake Michigan College	2755 East Napier Avenue	Benton Harbor	MI	49022	2606	-86.393445	42.097276									
Andrews University	4150 Administration Drive	 Room 136	Berrien Springs	MI	2606	-86.355149	41.963266									
Ross Medical Education Center-Lansing	4106 W Saginaw Hwy	Lansing	MI	48917	2607	-84.605807	42.741855									
Career Quest Learning Centers-Jackson	209 E Washington Ave	 Ste 241	Jackson	MI	2607	-84.402591	42.246771									
Jackson College	2111 Emmons Rd	Jackson	MI	49201	2607	-84.403942	42.16483									
Regency Beauty Institute-Lansing	3415 East Saginaw Street	 Suite E	Lansing	MI	2608	-84.5041	42.740766									
Michigan State University-College of Law	648 N. Shaw Lane	 Room 368	East Lansing	MI	2608	-84.482319	42.725874									
Ross Medical Education Center-Brighton	8110 Murphy Drive	Brighton	MI	48116	2608	-83.798085	42.544378									
Ross Medical Education Center-Madison Heights	29429 John R Road	Madison Heights	MI	48071	2609	-83.107692	42.508189									
The Art Institute of Michigan	28125 Cabot Drive	 Suite 120	Novi	MI	2611	-83.442576	42.498643									
Ross Medical Education Center-Canton	44958 Ford Rd	Canton	MI	48187	2611	-83.482189	42.322134									
Ross Medical Education Center-Ann Arbor	4741 Washtenaw Ave	Ann Arbor	MI	48108	2612	-83.667045	42.253094									
Ross Medical Education Center-Taylor	22311 Eureka Road	Taylor	MI	48180	2612	-83.251149	42.197923									
Dorsey Business Schools-Farmington Hills	33533 W. 12 Mile Road	 Suite 152	Farmington Hills	MI	2614	-83.380041	42.49773									
Michigan School of Professional Psychology	26811 Orchard Lake Rd.	Farmington Hills	MI	48334	2614	-83.359575	42.491427									
DeVry University-Michigan	26999 Central Park Blvd Ste 125	Southfield	MI	48076	2614	-83.245444	42.485162									
University of Phoenix-Detroit Campus	26261 Evergreen Rd	Southfield	MI	48076	2614	-83.242431	42.48231									
Abcott Institute	16250 Northland Drive	 Suite 205	Southfield	MI	2614	-83.210611	42.44639									
Everest Institute-Detroit	300 River Place Dr.	Ste 1000	Detroit	MI	2614	-83.017195	42.33654									
Mayo School of Health Sciences	200 First St SW	Rochester	MN	55905	2701	-92.466645	44.022784									
Mayo Medical School	200 1st St SW	Rochester	MN	55905	2701	-92.466417	44.020808									
Everest Institute-Eagan	1000 Blue Gentian Road	 Suite 250	Eagan	MN	2702	-93.13969	44.858767									
Argosy University-Twin Cities	1515 Central Parkway	Eagan	MN	55121	2702	-93.173871	44.837284									
Minnesota School of Business-Shakopee	1200 Shakopee Town Square	Shakopee	MN	55379	2702	-93.554173	44.784296									
Regency Beauty Institute-Ridgedale	12993 Ridgedale Drive	 Suite 103	Minnetonka	MN	2703	-93.446076	44.968179									
DeVry University-Minnesota	7700 France Ave. S.	 Ste. 575	Edina	MN	2703	-93.331391	44.86283									
DeVry University's Keller Graduate School of Management-Minnesota	7700 France Ave. South	 Suite 575	Edina	MN	2703	-93.331391	44.86283									
DeVry University-Minnesota	7700 France Ave S.	 Ste. 575	Edina	MN	2703	-93.331391	44.86283									
Academy College	1101 E. 78th Street	 Suite 100	Minneapolis	MN	2703	-93.259384	44.861452									
National American University-Bloomington	7801 Metro Parkway	 Suite 200	Bloomington	MN	2703	-93.228669	44.861375									
ITT Technical Institute-Eden Prairie	7905 Golden Triangle Drive	 Suite 100	Eden Prairie	MN	2703	-93.403951	44.86112									
American Academy of Acupuncture and Oriental Medicine	1925 W County Rd B-2	Roseville	MN	55113	2704	-93.181424	45.015783									
St Catherine University	2004 Randolph Ave	Saint Paul	MN	55105	2704	-93.181925	44.924542									
National American University-Brooklyn Center	6200 Shingle Creek Parkway	 Suite 130	Brooklyn Center	MN	2705	-93.307641	45.06714									
ITT Technical Institute-Brooklyn Center	6120 Earle Brown Drive	 Suite 100	Brooklyn Center	MN	2705	-93.301131	45.06669									
Institute of Production and Recording	300 North 1st Ave	 Suite 500	Minneapolis	MN	2705	-93.272141	44.98218									
Walden University	100 Washington Avenue South	 Suite 900	Minneapolis	MN	2705	-93.265731	44.98137									
